sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp
MDA231-9x-cell4413_S4413_R1_001	788262	658335	0.16	100	0.99	658335	100	0.164827176750877	arc_well_mda231	0.00415672541238666
MDA231-9x-cell4416_S4416_R1_001	868004	713683	0.18	108	0.89	713683	108	0.177788351205755	arc_well_mda231	0.00404277691854755
MDA231-9x-cell4419_S4419_R1_001	698425	586192	0.16	90	0.938	586192	90	0.160694419586928	arc_well_mda231	0.00334826846816215
MDA231-9x-cell4420_S4420_R1_001	917297	751343	0.18	112	0.987	751343	112	0.180916322630511	arc_well_mda231	0.00369571403996668
MDA231-9x-cell4426_S4426_R1_001	943625	798062	0.15	122	0.987	798062	122	0.154259372102265	arc_well_mda231	0.00377645110050006
MDA231-9x-cell4430_S4430_R1_001	1293763	1074902	0.17	162	0.967	1074902	162	0.169166222870804	arc_well_mda231	0.00364969406239778
MDA231-9x-cell4431_S4431_R1_001	864238	715532	0.17	106	0.977	715532	106	0.172066028107998	arc_well_mda231	0.00649945903476184
MDA231-9x-cell4433_S4433_R1_001	987640	811860	0.18	122	0.902	811860	122	0.177979830707545	arc_well_mda231	0.00322135909195446
MDA231-9x-cell444_S444_R1_001	1582377	1314645	0.17	196	0.887	1314645	196	0.169196089174704	arc_well_mda231	0.00408128740100733
MDA231-9x-cell4442_S4442_R1_001	117419	105064	0.11	16	0.945	105064	16	0.105221471823129	arc_well_mda231	0.0148000019025377
MDA231-9x-cell4443_S4443_R1_001	1090148	914142	0.16	134	0.954	914142	134	0.161451472644081	arc_well_mda231	0.00339395261333348
MDA231-9x-cell4445_S4445_R1_001	863470	721665	0.16	112	0.973	721665	112	0.164226898444648	arc_well_mda231	0.00370050297398102
MDA231-9x-cell445_S445_R1_001	1239895	1028753	0.17	146	0.916	1028753	146	0.170290226188508	arc_well_mda231	0.0165113775520121
MDA231-9x-cell4450_S4450_R1_001	684345	618621	0.1	84	0.855	618621	84	0.0960392784341231	arc_well_mda231	0.014173768033877
MDA231-9x-cell4456_S4456_R1_001	804556	680725	0.15	104	0.962	680725	104	0.153912219907626	arc_well_mda231	0.00302686278089
MDA231-9x-cell4459_S4459_R1_001	1007904	840198	0.17	124	0.854	840198	124	0.166390846747309	arc_well_mda231	0.0131919012307756
MDA231-9x-cell446_S446_R1_001	961158	794540	0.17	120	0.977	794540	120	0.173351311646992	arc_well_mda231	0.00424124946563508
MDA231-9x-cell447_S447_R1_001	1351386	1124607	0.17	156	0.903	1124607	156	0.167812157296287	arc_well_mda231	0.0134061625003215
MDA231-9x-cell4470_S4470_R1_001	1050030	881655	0.16	130	0.865	881655	130	0.16035256135539	arc_well_mda231	0.0155204519415738
MDA231-9x-cell4471_S4471_R1_001	1608309	1332412	0.17	198	0.929	1332412	198	0.171544771558202	arc_well_mda231	0.00304355690667674
MDA231-9x-cell4480_S4480_R1_001	1309574	1084068	0.17	150	0.91	1084068	150	0.172197981939165	arc_well_mda231	0.01537906302273
MDA231-9x-cell4492_S4492_R1_001	1070950	884282	0.17	128	0.909	884282	128	0.174301321256828	arc_well_mda231	0.00266976691594611
MDA231-9x-cell4494_S4494_R1_001	1379011	1153978	0.16	168	0.926	1153978	168	0.163184340081406	arc_well_mda231	0.00611052914605576
MDA231-9x-cell4501_S4501_R1_001	1029704	867423	0.16	130	0.931	867423	130	0.157599659708033	arc_well_mda231	0.00455011928451362
MDA231-9x-cell4509_S4509_R1_001	1431056	1217281	0.15	188	0.95	1217281	188	0.149382693619257	arc_well_mda231	0.00377408533915546
MDA231-9x-cell4512_S4512_R1_001	1257963	1053229	0.16	156	0.965	1053229	156	0.162750414757827	arc_well_mda231	0.00381635378929567
MDA231-9x-cell4513_S4513_R1_001	1183632	982587	0.17	144	0.905	982587	144	0.16985431282696	arc_well_mda231	0.00288462789463323
MDA231-9x-cell4519_S4519_R1_001	935128	784697	0.16	116	0.923	784697	116	0.160866747653797	arc_well_mda231	0.00515346370169837
MDA231-9x-cell4522_S4522_R1_001	1060192	894907	0.16	132	0.914	894907	132	0.155901006610123	arc_well_mda231	0.0102352533986054
MDA231-9x-cell4530_S4530_R1_001	1122602	921889	0.18	136	0.947	921889	136	0.178792662047636	arc_well_mda231	0.00393275381138115
MDA231-9x-cell4543_S4543_R1_001	832256	692156	0.17	102	0.947	692156	102	0.168337626884036	arc_well_mda231	0.0152924948220821
MDA231-9x-cell4545_S4545_R1_001	920103	767144	0.17	116	0.959	767144	116	0.16624117082544	arc_well_mda231	0.00881546646702181
MDA231-9x-cell4547_S4547_R1_001	753645	622847	0.17	92	0.938	622847	92	0.173553861566122	arc_well_mda231	0.0156956316482483
MDA231-9x-cell4552_S4552_R1_001	1229351	1019160	0.17	154	0.813	1019160	154	0.170977206672464	arc_well_mda231	0.011087907137172
MDA231-9x-cell4556_S4556_R1_001	1114621	925947	0.17	138	0.976	925947	138	0.169271887036042	arc_well_mda231	0.00381882212211695
MDA231-9x-cell4561_S4561_R1_001	1377364	1177291	0.15	178	0.954	1177291	178	0.145257898420461	arc_well_mda231	0.0125558981622351
MDA231-9x-cell4565_S4565_R1_001	865442	731773	0.15	110	0.959	731773	110	0.154451713690808	arc_well_mda231	0.00908770627715141
MDA231-9x-cell4566_S4566_R1_001	1569151	1313895	0.16	192	0.911	1313895	192	0.162671406384727	arc_well_mda231	0.0114524923092409
MDA231-9x-cell4577_S4577_R1_001	1762463	1470984	0.17	224	0.928	1470984	224	0.165381627869635	arc_well_mda231	0.00358784756657965
MDA231-9x-cell4580_S4580_R1_001	1610687	1354767	0.16	194	0.844	1354767	194	0.158888722638228	arc_well_mda231	0.00419529475304804
MDA231-9x-cell4584_S4584_R1_001	1081515	909028	0.16	128	0.928	909028	128	0.159486461121667	arc_well_mda231	0.0122365840117615
MDA231-9x-cell4586_S4586_R1_001	115492	103474	0.1	16	0.863	103474	16	0.10405915561251	arc_well_mda231	0.0255550330067905
MDA231-9x-cell459_S459_R1_001	930027	776720	0.16	120	0.984	776720	120	0.164841450839599	arc_well_mda231	0.00523229895992253
MDA231-9x-cell4590_S4590_R1_001	1119899	936904	0.16	138	0.946	936904	138	0.163403128317822	arc_well_mda231	0.00343636009220595
MDA231-9x-cell4600_S4600_R1_001	889547	753500	0.15	116	0.985	753500	116	0.152939642312323	arc_well_mda231	0.00312758935883251
MDA231-9x-cell4601_S4601_R1_001	735524	636185	0.14	94	0.987	636185	94	0.135058815212012	arc_well_mda231	0.00937033137216138
MDA231-9x-cell4604_S4604_R1_001	1118472	931013	0.17	136	0.918	931013	136	0.167602765201096	arc_well_mda231	0.0135398740288618
MDA231-9x-cell4616_S4616_R1_001	581458	479899	0.17	72	0.938	479899	72	0.174662658351936	arc_well_mda231	0.0130740790754557
MDA231-9x-cell4619_S4619_R1_001	772251	623591	0.19	90	0.883	623591	90	0.192502178695787	arc_well_mda231	0.0279712981301284
MDA231-9x-cell4652_S4652_R1_001	1330865	1085090	0.18	162	0.978	1085090	162	0.184673126124738	arc_well_mda231	0.00312795950480634
MDA231-9x-cell4654_S4654_R1_001	1700853	1395928	0.18	202	0.894	1395928	202	0.179277691840506	arc_well_mda231	0.0125672711127233
MDA231-9x-cell4667_S4667_R1_001	1109845	914806	0.18	138	0.983	914806	138	0.175735350431817	arc_well_mda231	0.00351452972115287
MDA231-9x-cell4668_S4668_R1_001	1005947	826297	0.18	114	0.892	826297	114	0.178587937535477	arc_well_mda231	0.0179526876671291
MDA231-9x-cell467_S467_R1_001	1426762	1185794	0.17	176	0.945	1185794	176	0.168891517996695	arc_well_mda231	0.00444690223547357
MDA231-9x-cell4671_S4671_R1_001	1278459	1050497	0.18	160	0.953	1050497	160	0.178309981000564	arc_well_mda231	0.0047133050570599
MDA231-9x-cell4674_S4674_R1_001	1042938	836220	0.2	126	0.961	836220	126	0.198207371866784	arc_well_mda231	0.00361030985769099
MDA231-9x-cell4676_S4676_R1_001	1032436	828870	0.2	124	0.949	828870	124	0.197170575222096	arc_well_mda231	0.00435164038810626
MDA231-9x-cell4680_S4680_R1_001	1109871	898101	0.19	136	0.964	898101	136	0.190805958530316	arc_well_mda231	0.00420509859438966
MDA231-9x-cell4681_S4681_R1_001	760468	634845	0.17	98	0.852	634845	98	0.165191697744021	arc_well_mda231	0.005942538807475
MDA231-9x-cell4686_S4686_R1_001	596789	498195	0.17	74	0.892	498195	74	0.165207468636319	arc_well_mda231	0.015313820418281
MDA231-9x-cell4700_S4700_R1_001	947940	797316	0.16	118	0.875	797316	118	0.158896132666624	arc_well_mda231	0.018983470234898
MDA231-9x-cell4709_S4709_R1_001	1068025	894196	0.16	134	0.924	894196	134	0.162757426090213	arc_well_mda231	0.00569253587436555
MDA231-9x-cell4713_S4713_R1_001	591908	503023	0.15	74	0.825	503023	74	0.150166917831825	arc_well_mda231	0.0324586061036487
MDA231-9x-cell4715_S4715_R1_001	821146	681507	0.17	98	0.911	681507	98	0.170053802856009	arc_well_mda231	0.023454777544612
MDA231-9x-cell4720_S4720_R1_001	1234632	1011169	0.18	146	0.905	1011169	146	0.18099563270675	arc_well_mda231	0.0195475805607863
MDA231-9x-cell4726_S4726_R1_001	1493003	1249251	0.16	188	0.937	1249251	188	0.163262900342464	arc_well_mda231	0.00563477256624019
MDA231-9x-cell4731_S4731_R1_001	1179758	973798	0.17	150	0.995	973798	150	0.174578176202238	arc_well_mda231	0.00259916883223977
MDA231-9x-cell4733_S4733_R1_001	989379	825734	0.17	124	0.98	825734	124	0.165401731793377	arc_well_mda231	0.0047664427723616
MDA231-9x-cell4739_S4739_R1_001	722715	647645	0.1	94	0.849	647645	94	0.103872204119189	arc_well_mda231	0.00842027942447871
MDA231-9x-cell4742_S4742_R1_001	869050	718735	0.17	108	0.987	718735	108	0.172964731603475	arc_well_mda231	0.00539186158686698
MDA231-9x-cell4748_S4748_R1_001	876446	710646	0.19	106	0.974	710646	106	0.189173092238427	arc_well_mda231	0.00369985871726906
MDA231-9x-cell4760_S4760_R1_001	844209	700751	0.17	104	0.805	700751	104	0.169931853368064	arc_well_mda231	0.0226076681734639
MDA231-9x-cell4766_S4766_R1_001	1079134	883635	0.18	130	0.859	883635	130	0.18116285836606	arc_well_mda231	0.0213080322972917
MDA231-9x-cell4774_S4774_R1_001	1047510	880398	0.16	130	0.859	880398	130	0.159532605893977	arc_well_mda231	0.0231102419284227
MDA231-9x-cell4778_S4778_R1_001	1258772	1047657	0.17	156	0.841	1047657	156	0.167715042914841	arc_well_mda231	0.0143306579717837
MDA231-9x-cell4788_S4788_R1_001	1198642	1012870	0.15	142	0.821	1012870	142	0.154985391801722	arc_well_mda231	0.0125207370879158
MDA231-9x-cell4791_S4791_R1_001	880176	724067	0.18	108	0.883	724067	108	0.177361118685354	arc_well_mda231	0.0215482685746717
MDA231-9x-cell4796_S4796_R1_001	1091264	901133	0.17	140	0.988	901133	140	0.174230067151487	arc_well_mda231	0.00361433014674402
MDA231-9x-cell4806_S4806_R1_001	1862610	1551445	0.17	230	0.944	1551445	230	0.167058589828252	arc_well_mda231	0.00607444144548441
MDA231-9x-cell4809_S4809_R1_001	987601	814993	0.17	124	0.971	814993	124	0.174775035667238	arc_well_mda231	0.00551764469744582
MDA231-9x-cell4819_S4819_R1_001	1111378	915591	0.18	138	0.961	915591	138	0.17616598493042	arc_well_mda231	0.00371258937844196
MDA231-9x-cell4821_S4821_R1_001	440176	372465	0.15	50	0.903	372465	50	0.153827105521428	arc_well_mda231	0.00429693092314555
MDA231-9x-cell483_S483_R1_001	1212857	1013465	0.16	156	0.976	1013465	156	0.164398605936232	arc_well_mda231	0.00392805172798828
MDA231-9x-cell4838_S4838_R1_001	662244	549045	0.17	82	0.96	549045	82	0.170932465979307	arc_well_mda231	0.0134380411672007
MDA231-9x-cell4839_S4839_R1_001	832142	703007	0.16	106	0.824	703007	106	0.155183850833151	arc_well_mda231	0.0200337622603854
MDA231-9x-cell484_S484_R1_001	785877	651130	0.17	98	0.987	651130	98	0.171460673871356	arc_well_mda231	0.00385299040183983
MDA231-9x-cell4842_S4842_R1_001	778733	654747	0.16	100	0.939	654747	100	0.159215032623505	arc_well_mda231	0.00548785038947123
MDA231-9x-cell4844_S4844_R1_001	660945	551065	0.17	82	0.936	551065	82	0.166246813274932	arc_well_mda231	0.0217186787518699
MDA231-9x-cell4846_S4846_R1_001	764032	643032	0.16	96	0.962	643032	96	0.158370330038532	arc_well_mda231	0.0106409711358741
MDA231-9x-cell4858_S4858_R1_001	592774	496010	0.16	74	0.905	496010	74	0.163239278375907	arc_well_mda231	0.0177079167044918
MDA231-9x-cell4860_S4860_R1_001	970167	829857	0.14	126	0.826	829857	126	0.144624585251817	arc_well_mda231	0.00474963077852287
MDA231-9x-cell4863_S4863_R1_001	1073860	894234	0.17	130	0.951	894234	130	0.167271338908238	arc_well_mda231	0.012823675694554
MDA231-9x-cell487_S487_R1_001	905687	779995	0.14	110	0.929	779995	110	0.13878083708831	arc_well_mda231	0.0133718768381189
MDA231-9x-cell4870_S4870_R1_001	1029390	872769	0.15	120	0.886	872769	120	0.152149331157287	arc_well_mda231	0.0150287502509825
MDA231-9x-cell4871_S4871_R1_001	879795	751864	0.15	114	0.921	751864	114	0.145410010286487	arc_well_mda231	0.00826280058599031
MDA231-9x-cell4876_S4876_R1_001	752213	635369	0.16	96	0.977	635369	96	0.15533366214091	arc_well_mda231	0.00962048394164472
MDA231-9x-cell4890_S4890_R1_001	927279	765986	0.17	114	0.887	765986	114	0.173942254704355	arc_well_mda231	0.00323487704235669
MDA231-9x-cell4893_S4893_R1_001	722474	607824	0.16	92	0.935	607824	92	0.158690831780798	arc_well_mda231	0.00643535288528375
MDA231-9x-cell4896_S4896_R1_001	978594	831899	0.15	124	0.837	831899	124	0.149903841634018	arc_well_mda231	0.00382478292717244
MDA231-9x-cell490_S490_R1_001	793121	665270	0.16	102	0.968	665270	102	0.161199867359457	arc_well_mda231	0.00387184803048444
MDA231-9x-cell4907_S4907_R1_001	782982	667154	0.15	100	0.853	667154	100	0.147931880937237	arc_well_mda231	0.00904655395680502
MDA231-9x-cell4909_S4909_R1_001	537349	447387	0.17	66	0.883	447387	66	0.167418195623329	arc_well_mda231	0.0147438268408324
MDA231-9x-cell491_S491_R1_001	740072	623321	0.16	94	0.99	623321	94	0.157756272362689	arc_well_mda231	0.00643585393014295
MDA231-9x-cell4916_S4916_R1_001	860145	725394	0.16	108	0.929	725394	108	0.156660795563539	arc_well_mda231	0.0129096123712577
MDA231-9x-cell4927_S4927_R1_001	617087	517162	0.16	78	0.86	517162	78	0.161930165438585	arc_well_mda231	0.0205655150688871
MDA231-9x-cell493_S493_R1_001	973297	830267	0.15	124	0.946	830267	124	0.146954115752951	arc_well_mda231	0.00633168376407735
MDA231-9x-cell4955_S4955_R1_001	1381593	1166821	0.16	174	0.887	1166821	174	0.155452437874251	arc_well_mda231	0.00739836483092137
MDA231-9x-cell4979_S4979_R1_001	1056949	862648	0.18	130	0.98	862648	130	0.183831954048871	arc_well_mda231	0.00536831072224667
MDA231-9x-cell4994_S4994_R1_001	1053507	888507	0.16	128	0.833	888507	128	0.156619747187252	arc_well_mda231	0.0143421238906207
MDA231-9x-cell4997_S4997_R1_001	545322	465285	0.15	70	0.959	465285	70	0.146770165150131	arc_well_mda231	0.01296104880769
MDA231-9x-cell50_S50_R1_001	371555	326692	0.12	48	0.984	326692	48	0.120743900633823	arc_well_mda231	0.00372285681628793
MDA231-9x-cell5000_S5000_R1_001	599626	507552	0.15	76	0.852	507552	76	0.153552380984147	arc_well_mda231	0.0135275075935181
MDA231-9x-cell5004_S5004_R1_001	661209	571652	0.14	88	0.954	571652	88	0.135444314883796	arc_well_mda231	0.00804512940898496
MDA231-9x-cell5008_S5008_R1_001	1304187	1075610	0.18	158	0.964	1075610	158	0.175263976714996	arc_well_mda231	0.0117505248805537
MDA231-9x-cell5013_S5013_R1_001	1472499	1258523	0.15	184	0.891	1258523	184	0.145314869483782	arc_well_mda231	0.00976341546719778
MDA231-9x-cell5014_S5014_R1_001	1008930	858659	0.15	132	0.932	858659	132	0.148940957251742	arc_well_mda231	0.00416533538831576
MDA231-9x-cell5017_S5017_R1_001	881638	746177	0.15	114	0.995	746177	114	0.153646961678149	arc_well_mda231	0.00455014376126783
MDA231-9x-cell502_S502_R1_001	919772	780561	0.15	112	0.815	780561	112	0.151353813771239	arc_well_mda231	0.0154492303134803
MDA231-9x-cell5024_S5024_R1_001	988273	827639	0.16	122	0.937	827639	122	0.162540107844695	arc_well_mda231	0.00428789909329673
MDA231-9x-cell5030_S5030_R1_001	828133	693238	0.16	104	0.91	693238	104	0.162890501887982	arc_well_mda231	0.00347711407322796
MDA231-9x-cell5035_S5035_R1_001	1304343	1104145	0.15	168	0.954	1104145	168	0.153485701230428	arc_well_mda231	0.00439407273030234
MDA231-9x-cell5051_S5051_R1_001	844388	694232	0.18	104	0.898	694232	104	0.177828202200884	arc_well_mda231	0.00720826685961471
MDA231-9x-cell5053_S5053_R1_001	264471	220573	0.17	30	0.825	220573	30	0.165984172177668	arc_well_mda231	0.00806780717223826
MDA231-9x-cell5061_S5061_R1_001	963246	800968	0.17	122	0.93	800968	122	0.168469944334054	arc_well_mda231	0.0102976521832988
MDA231-9x-cell5073_S5073_R1_001	1073719	897124	0.16	138	0.985	897124	138	0.164470406130468	arc_well_mda231	0.00384437491875932
MDA231-9x-cell5082_S5082_R1_001	966388	817464	0.15	124	0.881	817464	124	0.154103734731805	arc_well_mda231	0.0113439640040484
MDA231-9x-cell5087_S5087_R1_001	808870	672348	0.17	104	0.993	672348	104	0.168781139120007	arc_well_mda231	0.0055882679443126
MDA231-9x-cell5089_S5089_R1_001	1188321	973714	0.18	142	0.966	973714	142	0.180596825268593	arc_well_mda231	0.0122299112245497
MDA231-9x-cell5100_S5100_R1_001	1084263	902066	0.17	136	0.945	902066	136	0.168037644003346	arc_well_mda231	0.00777510212378435
MDA231-9x-cell5115_S5115_R1_001	1127425	915514	0.19	138	0.885	915514	138	0.187960174734461	arc_well_mda231	0.00472123458635506
MDA231-9x-cell5122_S5122_R1_001	893606	752109	0.16	114	0.856	752109	114	0.158343833859665	arc_well_mda231	0.00858626247410069
MDA231-9x-cell5135_S5135_R1_001	1079256	910014	0.16	138	0.892	910014	138	0.156813582690298	arc_well_mda231	0.0053448475142677
MDA231-9x-cell514_S514_R1_001	1075705	896857	0.17	134	0.985	896857	134	0.166261196145783	arc_well_mda231	0.00501896189673238
MDA231-9x-cell5150_S5150_R1_001	1057685	880499	0.17	134	0.912	880499	134	0.16752246651886	arc_well_mda231	0.00397448430820009
MDA231-9x-cell5156_S5156_R1_001	1298774	1071743	0.17	166	0.993	1071743	166	0.174804084467352	arc_well_mda231	0.00291501560387173
MDA231-9x-cell5170_S5170_R1_001	1109881	937342	0.16	130	0.877	937342	130	0.155457206673508	arc_well_mda231	0.0151440524709443
MDA231-9x-cell5171_S5171_R1_001	1295731	1081069	0.17	150	0.852	1081069	150	0.165668645729708	arc_well_mda231	0.0145589741360404
MDA231-9x-cell5180_S5180_R1_001	1309742	1079469	0.18	156	0.888	1079469	156	0.175815542297643	arc_well_mda231	0.0117773751313487
MDA231-9x-cell522_S522_R1_001	925634	768733	0.17	116	0.941	768733	116	0.169506522016261	arc_well_mda231	0.00259429128432878
MDA231-9x-cell523_S523_R1_001	254656	220508	0.13	34	0.949	220508	34	0.134094621764262	arc_well_mda231	0.00718679084686665
MDA231-9x-cell524_S524_R1_001	1065750	880307	0.17	124	0.928	880307	124	0.174002345765893	arc_well_mda231	0.0150345613474629
MDA231-9x-cell526_S526_R1_001	909920	763915	0.16	116	0.844	763915	116	0.160459161244945	arc_well_mda231	0.00272259886337041
MDA231-9x-cell531_S531_R1_001	1297664	1086454	0.16	162	0.927	1086454	162	0.162761701025843	arc_well_mda231	0.00507965604244345
MDA231-9x-cell534_S534_R1_001	1508413	1248018	0.17	188	0.989	1248018	188	0.172628451226554	arc_well_mda231	0.00345272165560009
MDA231-9x-cell541_S541_R1_001	1146560	955168	0.17	134	0.888	955168	134	0.166927156014513	arc_well_mda231	0.0155624057802775
MDA231-9x-cell545_S545_R1_001	1210802	1003365	0.17	152	0.992	1003365	152	0.171321983280503	arc_well_mda231	0.00264098945992374
MDA231-9x-cell551_S551_R1_001	1085795	905084	0.17	132	0.94	905084	132	0.16643196920229	arc_well_mda231	0.010732216194157
MDA231-9x-cell560_S560_R1_001	710385	591005	0.17	90	0.994	591005	90	0.168049719518289	arc_well_mda231	0.00346327010436021
MDA231-9x-cell563_S563_R1_001	721702	612784	0.15	94	0.916	612784	94	0.150918246035067	arc_well_mda231	0.00395424708998963
MDA231-9x-cell572_S572_R1_001	1173352	966941	0.18	148	0.945	966941	148	0.175915667250748	arc_well_mda231	0.00493079863487027
MDA231-9x-cell573_S573_R1_001	978222	813905	0.17	114	0.895	813905	114	0.167975163102036	arc_well_mda231	0.0153404006422621
MDA231-9x-cell575_S575_R1_001	869260	733161	0.16	112	0.975	733161	112	0.156568805650783	arc_well_mda231	0.00346380344170574
MDA231-9x-cell58_S58_R1_001	957741	826358	0.14	114	0.906	826358	114	0.137180093574359	arc_well_mda231	0.0163291229143664
MDA231-9x-cell586_S586_R1_001	799688	668933	0.16	98	0.957	668933	98	0.163507517931993	arc_well_mda231	0.00337630161372017
MDA231-9x-cell593_S593_R1_001	1842439	1507594	0.18	222	0.956	1507594	222	0.181740073891184	arc_well_mda231	0.00278326288766829
MDA231-9x-cell597_S597_R1_001	1080890	882265	0.18	134	0.977	882265	134	0.183760604686878	arc_well_mda231	0.00284210178234561
MDA231-9x-cell600_S600_R1_001	1251816	1008685	0.19	152	0.886	1008685	152	0.194222633358257	arc_well_mda231	0.0027482800547997
MDA231-9x-cell602_S602_R1_001	1294325	1052677	0.19	154	0.966	1052677	154	0.186698085874877	arc_well_mda231	0.00331744916253774
MDA231-9x-cell605_S605_R1_001	1112262	923628	0.17	126	0.87	923628	126	0.16959493356781	arc_well_mda231	0.0147125141057366
MDA231-9x-cell609_S609_R1_001	943868	784969	0.17	122	0.956	784969	122	0.168348752156022	arc_well_mda231	0.00434897946028352
MDA231-9x-cell610_S610_R1_001	934785	777331	0.17	112	0.909	777331	112	0.168438731900918	arc_well_mda231	0.0143191925848466
MDA231-9x-cell618_S618_R1_001	829821	688094	0.17	106	0.992	688094	106	0.170792255197205	arc_well_mda231	0.00299875954061839
MDA231-9x-cell619_S619_R1_001	1026353	851483	0.17	118	0.934	851483	118	0.170379976479827	arc_well_mda231	0.0134564627874863
MDA231-9x-cell621_S621_R1_001	1185327	999736	0.16	146	0.899	999736	146	0.156573671231652	arc_well_mda231	0.0117448009629755
MDA231-9x-cell63_S63_R1_001	1038013	879471	0.15	134	0.996	879471	134	0.152736044731617	arc_well_mda231	0.00344571775212665
MDA231-9x-cell646_S646_R1_001	1264459	1086350	0.14	168	0.982	1086350	168	0.14085786885933	arc_well_mda231	0.00313067179776094
MDA231-9x-cell647_S647_R1_001	926708	792331	0.15	120	0.926	792331	120	0.145004683244344	arc_well_mda231	0.00419104689033095
MDA231-9x-cell649_S649_R1_001	1075163	896363	0.17	138	0.995	896363	138	0.166300365618981	arc_well_mda231	0.00346102578683071
MDA231-9x-cell650_S650_R1_001	1006306	845572	0.16	130	0.98	845572	130	0.159726763032318	arc_well_mda231	0.00294395686390248
MDA231-9x-cell654_S654_R1_001	1010599	837412	0.17	126	0.981	837412	126	0.171370642559512	arc_well_mda231	0.00484162877892664
MDA231-9x-cell656_S656_R1_001	938604	797163	0.15	114	0.881	797163	114	0.150692943989158	arc_well_mda231	0.0142160388639846
MDA231-9x-cell659_S659_R1_001	1060280	880031	0.17	130	0.858	880031	130	0.170001320405931	arc_well_mda231	0.012053145932576
MDA231-9x-cell661_S661_R1_001	1290678	1080283	0.16	154	0.869	1080283	154	0.163011223558471	arc_well_mda231	0.0139293974132621
MDA231-9x-cell669_S669_R1_001	811398	681676	0.16	104	0.953	681676	104	0.159874685419486	arc_well_mda231	0.00579465908107249
MDA231-9x-cell670_S670_R1_001	768292	648044	0.16	92	0.956	648044	92	0.1565134089643	arc_well_mda231	0.0137147381717732
MDA231-9x-cell685_S685_R1_001	1070201	902119	0.16	134	0.827	902119	134	0.157056478175595	arc_well_mda231	0.00516740536532806
MDA231-9x-cell691_S691_R1_001	1193436	1018095	0.15	154	0.976	1018095	154	0.146921158738299	arc_well_mda231	0.00349565434036459
MDA231-9x-cell70_S70_R1_001	763496	650941	0.15	100	0.873	650941	100	0.147420549681989	arc_well_mda231	0.00382644958270582
MDA231-9x-cell704_S704_R1_001	932667	780687	0.16	108	0.82	780687	108	0.162952050410275	arc_well_mda231	0.0123884839026731
MDA231-9x-cell710_S710_R1_001	1326458	1117350	0.16	162	0.945	1117350	162	0.157643890722511	arc_well_mda231	0.00353980941975425
MDA231-9x-cell713_S713_R1_001	1097129	944356	0.14	142	0.85	944356	142	0.139247982689365	arc_well_mda231	0.0096466686793661
MDA231-9x-cell72_S72_R1_001	1145500	959708	0.16	146	0.823	959708	146	0.16219292885203	arc_well_mda231	0.00849598454306643
MDA231-9x-cell727_S727_R1_001	1154079	943816	0.18	140	0.958	943816	140	0.182191167155801	arc_well_mda231	0.00373841634055789
MDA231-9x-cell736_S736_R1_001	1586626	1289715	0.19	184	0.826	1289715	184	0.18713357779338	arc_well_mda231	0.0133652499762485
MDA231-9x-cell744_S744_R1_001	1069983	872587	0.18	130	0.987	872587	130	0.184485174063513	arc_well_mda231	0.00275332689252206
MDA231-9x-cell75_S75_R1_001	1224868	996519	0.19	152	0.918	996519	152	0.186427435446105	arc_well_mda231	0.00243125410325779
MDA231-9x-cell752_S752_R1_001	921571	761041	0.17	114	0.988	761041	114	0.174191679208656	arc_well_mda231	0.00346164198094812
MDA231-9x-cell754_S754_R1_001	1401532	1164458	0.17	170	0.921	1164458	170	0.1691534692037	arc_well_mda231	0.007275224610275
MDA231-9x-cell758_S758_R1_001	1194363	994976	0.17	144	0.924	994976	144	0.166940034143723	arc_well_mda231	0.00336533975797702
MDA231-9x-cell760_S760_R1_001	986014	807089	0.18	122	0.944	807089	122	0.181462940688469	arc_well_mda231	0.00296586258226939
MDA231-9x-cell764_S764_R1_001	1169284	975123	0.17	148	0.975	975123	148	0.166051190301073	arc_well_mda231	0.00935598027642666
MDA231-9x-cell766_S766_R1_001	659462	558519	0.15	82	0.971	558519	82	0.153068713587743	arc_well_mda231	0.00426307777381014
MDA231-9x-cell774_S774_R1_001	1165459	972564	0.17	148	0.989	972564	148	0.165509897817083	arc_well_mda231	0.00341966100455258
MDA231-9x-cell777_S777_R1_001	1104010	911011	0.17	136	0.929	911011	136	0.174816351301166	arc_well_mda231	0.00985827000556927
MDA231-9x-cell78_S78_R1_001	1658174	1362062	0.18	204	0.918	1362062	204	0.178577157765108	arc_well_mda231	0.00527306954015596
MDA231-9x-cell780_S780_R1_001	805333	669453	0.17	100	0.984	669453	100	0.168725235399518	arc_well_mda231	0.00306549990282678
MDA231-9x-cell781_S781_R1_001	1090592	910943	0.16	124	0.911	910943	124	0.164726130395235	arc_well_mda231	0.0136403816220913
MDA231-9x-cell784_S784_R1_001	961615	802699	0.17	120	0.983	802699	120	0.165259485344967	arc_well_mda231	0.00435555497798813
MDA231-9x-cell786_S786_R1_001	812445	667529	0.18	100	0.837	667529	100	0.17837022813852	arc_well_mda231	0.00698157852756525
MDA231-9x-cell788_S788_R1_001	1134981	935250	0.18	134	0.901	935250	134	0.175977395216308	arc_well_mda231	0.0133234734320208
MDA231-9x-cell79_S79_R1_001	1128445	911815	0.19	138	0.991	911815	138	0.191972138650975	arc_well_mda231	0.00369304116832389
